municipalityCode,municipalityName,score,priority,label,url,snippet
"22101","静岡市","-5","low","サイトマップ","https://www.city.shizuoka.lg.jp/s009191.html",""
"22101","静岡市","-5","low","便利ガイド一覧","https://www.city.shizuoka.lg.jp/p009123.html",""
"22101","静岡市","-5","low","イベント情報","https://www.city.shizuoka.lg.jp/cgi-bin/event_cal_multi/calendar.cgi",""
"22101","静岡市","-5","low","お知らせ一覧","https://www.city.shizuoka.lg.jp/p0000002.html",""
"22101","静岡市","-5","low","AED設置場所検索","https://www.city.shizuoka.lg.jp/s9352/s000059.html",""
"22101","静岡市","-5","low","指定緊急避難場所・指定避難所一覧","https://www.city.shizuoka.lg.jp/s4268/s000061.html",""
"22101","静岡市","-5","low","救護所一覧（葵区）","https://www.city.shizuoka.lg.jp/s9352/s000062.html",""
"22101","静岡市","-5","low","救護所一覧（清水区）","https://www.city.shizuoka.lg.jp/s9352/s000063.html",""
"22101","静岡市","-5","low","救護所一覧（駿河区）","https://www.city.shizuoka.lg.jp/s9352/s000064.html",""
"22102","浜松市","-5","low","観光・魅力・イベント","https://www.city.hamamatsu.shizuoka.jp/attraction/index.html",""
"22102","浜松市","-5","low","検索結果","https://www.city.hamamatsu.shizuoka.jp/search/result.html",""
"22102","浜松市","-5","low","イベント・お知らせ情報","https://www.city.hamamatsu.shizuoka.jp/event/",""
"22102","浜松市","-5","low","例規・公示","https://www.city.hamamatsu.shizuoka.jp/shise/reki/index.html",""
"22102","浜松市","-5","low","広報","https://www.city.hamamatsu.shizuoka.jp/shise/koho/koho/index.html",""
"22102","浜松市","-5","low","熊ふれあいセンター地域づくり講座「懐かしの熊中思い出めぐり」","https://www.city.hamamatsu.shizuoka.jp/tn-machi/kominkan/kuma/20260809.html",""
"22102","浜松市","-5","low","要配慮者利用施設における避難確保計画作成の流れ及び提出書類の一覧","https://www.city.hamamatsu.shizuoka.jp/kiki/hinankakuho.html",""
"22203","沼津市","-5","low","ポータルサイト一覧","https://www.city.numazu.shizuoka.jp/portal/index.htm",""
"22203","沼津市","-5","low","SNS一覧","https://www.city.numazu.shizuoka.jp/numazutopics/index.htm",""
"22203","沼津市","-5","low","課（所属）ごとの業務一覧","https://www.city.numazu.shizuoka.jp/shisei/office/ichiran/index.htm",""
"22203","沼津市","-5","low","サイトマップ","https://www.city.numazu.shizuoka.jp/sitemap/index.htm",""
"22203","沼津市","-5","low","過去のお知らせ一覧","https://www.city.numazu.shizuoka.jp/business/nyusatsu_keiyaku/nyusatsu/kensetsu/kako.htm",""
"22203","沼津市","-5","low","企画提案方式（プロポーザル）","https://www.city.numazu.shizuoka.jp/business/proposal/",""
